City,State,Year Built,Bathrooms,Bedrooms,Square Footage,List Price,House Type,City_freq,House Age,House Size
Alexandria,VA,1986.0,2,3,1400.0,650000.0,Townhouse,307,39.0,Medium
Lusby,MD,1986.0,1,3,1942.0,50000.0,Unknown,9,39.0,Medium
Rockville,MD,1966.0,1,1,861.0,295000.0,Apartment/Condo,84,59.0,Small
Bowie,MD,1970.0,1,2,918.0,349000.0,Apartment/Condo,110,55.0,Small
Frederick,MD,2004.0,4,4,3402.0,849900.0,Single-Family Home,33,21.0,Large
Reston,VA,1970.0,4,5,2496.0,1020000.0,Single-Family Home,47,55.0,Medium
Baltimore,MD,1900.0,3,5,1942.0,250000.0,Unknown,497,125.0,Medium
Baltimore,MD,1927.0,3,3,1380.0,150000.0,Townhouse,497,98.0,Medium
Baltimore,MD,1949.0,2,4,1942.0,159000.0,Unknown,497,76.0,Medium
Annapolis,MD,1980.0,2,3,1310.0,384000.0,Townhouse,44,45.0,Medium
Springfield,VA,1986.0,2,4,1942.0,795000.0,Unknown,52,39.0,Medium
Silver Spring,MD,2023.0,5,6,3856.0,1175000.0,Single-Family Home,156,2.0,Large
Silver Spring,MD,1967.0,3,2,1600.0,229000.0,Townhouse,156,58.0,Medium
Baltimore,MD,1920.0,3,3,1560.0,240000.0,Townhouse,497,105.0,Medium
Arlington,VA,1965.0,1,2,944.0,287500.0,Apartment/Condo,262,60.0,Small
Capitol Heights,MD,1959.0,5,6,5700.0,1456280.0000000007,Single-Family Home,20,66.0,Large
Ashburn,VA,1990.0,4,3,1780.0,550000.0,Single-Family Home,104,35.0,Medium
Baltimore,MD,1920.0,4,5,3186.0,650000.0,Single-Family Home,497,105.0,Large
Arlington,VA,1986.0,1,2,900.0,430000.0,Apartment/Condo,262,39.0,Small
Germantown,MD,1983.0,2,2,1107.0,302000.0,Townhouse,16,42.0,Small
Baltimore,MD,1920.0,3,6,2520.0,34953.92,Single-Family Home,497,105.0,Medium
Baltimore,MD,1943.0,2,4,1011.0,225000.0,Townhouse,497,82.0,Small
District Heights,MD,1964.0,2,3,1086.0,385000.0,Townhouse,22,61.0,Small
Washington,DC,1924.0,3,4,1208.0,645000.0,Townhouse,188,101.0,Small
Rockville,MD,2022.0,3,2,1700.0,593000.0,Other,84,3.0,Medium
Herndon,VA,1978.0,3,5,2000.0,599900.0,Single-Family Home,23,47.0,Medium
Washington,DC,1882.0,1,1,550.0,550000.0,Apartment/Condo,188,143.0,Small
Sterling,VA,2002.0,4,4,2667.0,720000.0,Single-Family Home,92,23.0,Large
Landover,MD,1950.0,2,2,962.0,440000.0,Apartment/Condo,3,75.0,Small
Marriottsville,MD,1995.0,4,4,4950.0,1400000.0,Single-Family Home,4,30.0,Large
Crofton,MD,1998.0,3,3,1372.0,365000.0,Townhouse,11,27.0,Medium
Middleburg,VA,1996.0,2,2,1200.0,400000.0,Townhouse,4,29.0,Small
Baltimore,MD,2008.0,1,1,660.0,174000.0,Apartment/Condo,497,17.0,Small
Frederick,MD,2018.0,3,4,3600.0,849000.0,Single-Family Home,33,7.0,Large
Washington,DC,1986.0,2,4,1532.0,289900.0,Townhouse,188,39.0,Medium
Sunderland,MD,2006.0,3,5,8000.0,895000.0,Single-Family Home,2,19.0,Large
Laurel,MD,1967.0,3,4,1980.0,600000.0,Single-Family Home,65,58.0,Medium
Cockeysville,MD,1970.0,4,4,3011.0,620000.0,Single-Family Home,9,55.0,Large
Washington,DC,1964.0,1,1,660.0,185000.0,Apartment/Condo,188,61.0,Small
Leesburg,VA,2009.0,4,4,2244.0,610000.0,Single-Family Home,78,16.0,Medium
Baltimore,MD,1986.0,1,3,1942.0,90000.0,Unknown,497,39.0,Medium
Washington,DC,1986.0,1,3,1942.0,660000.0,Unknown,188,39.0,Medium
Centreville,VA,1986.0,2,3,1942.0,270000.0,Unknown,30,39.0,Medium
Baltimore,MD,1925.0,2,3,948.0,45000.0,Other,497,100.0,Small
Potomac,MD,1986.0,2,3,1942.0,849900.0,Unknown,36,39.0,Medium
Annapolis,MD,1986.0,1,2,1009.0,340000.0,Townhouse,44,39.0,Small
Falls Church,VA,1983.0,4,3,1600.0,742000.0,Townhouse,76,42.0,Medium
District Heights,MD,1986.0,2,3,1800.0,400000.0,Single-Family Home,22,39.0,Medium
Columbia,MD,1973.0,4,4,1762.0,429900.0,Single-Family Home,50,52.0,Medium
Frederick,MD,1879.36,3,5,2984.0,575000.0,Single-Family Home,33,145.6400000000001,Large
Columbia,MD,1973.0,2,3,1248.0,305000.0,Townhouse,50,52.0,Small
Vienna,VA,1968.0,4,5,3000.0,1325000.0,Single-Family Home,79,57.0,Large
Harpers Ferry,WV,2001.0,3,2,1312.0,257000.0,Townhouse,16,24.0,Medium
Baltimore,MD,1950.0,3,3,1216.0,129997.0,Townhouse,497,75.0,Small
Laurel,MD,1998.0,2,3,1316.0,409890.0,Townhouse,65,27.0,Medium
Chevy Chase,MD,1949.0,1,1,639.0,315000.0,Apartment/Condo,39,76.0,Small
Baltimore,MD,1915.0,1,2,1942.0,48000.0,Unknown,497,110.0,Medium
Falls Church,VA,1966.0,2,2,929.0,265000.0,Apartment/Condo,76,59.0,Small
Fredericksburg,VA,2006.0,2,4,3344.0,600000.0,Single-Family Home,26,19.0,Large
Cheverly,MD,1986.0,2,4,1942.0,675000.0,Unknown,1,39.0,Medium
Ashburn,VA,2004.0,5,5,6000.0,1300000.0,Single-Family Home,104,21.0,Large
Pasadena,MD,1995.0,4,4,3300.0,829900.0,Single-Family Home,22,30.0,Large
Baltimore,MD,1986.0,2,2,1382.0,230000.0,Townhouse,497,39.0,Medium
Crownsville,MD,2005.0,2,3,1942.0,100000.0,Unknown,5,20.0,Medium
Saint Leonard,MD,2009.0,2,3,940.0,318900.0,Other,4,16.0,Small
Gaithersburg,MD,1988.0,2,2,914.0,189000.0,Apartment/Condo,94,37.0,Small
Sparrows Point,MD,1950.0,4,3,1177.0,349900.0,Townhouse,4,75.0,Small
Hyattsville,MD,1951.0,2,4,1178.0,529950.0,Townhouse,90,74.0,Small
Grasonville,MD,1986.0,1,1,420.0,95000.0,Apartment/Condo,3,39.0,Small
Washington,DC,1938.0,1,1,1123.0,645000.0,Other,188,87.0,Small
Annapolis,MD,1980.0,2,3,1320.0,355000.0,Townhouse,44,45.0,Medium
Washington,DC,1983.0,2,2,1200.0,839000.0,Townhouse,188,42.0,Small
Reston,VA,1969.0,4,4,3065.0,1456280.0000000007,Single-Family Home,47,56.0,Large
Aldie,VA,2004.0,2,2,1266.0,486990.0,Townhouse,39,21.0,Small
Washington,DC,1988.0,4,4,1200.0,385000.0,Townhouse,188,37.0,Small
Annandale,VA,1961.0,1,2,897.0,265000.0,Apartment/Condo,46,64.0,Small
National Harbor,MD,2018.0,2,2,950.0,439000.0,Apartment/Condo,2,7.0,Small
Alexandria,VA,1964.0,1,1,763.0,230000.0,Apartment/Condo,307,61.0,Small
West Friendship,MD,1986.0,1,1,1942.0,229000.0,Unknown,4,39.0,Medium
Mechanicsville,MD,1995.0,2,3,1140.0,500000.0,Townhouse,9,30.0,Small
Elkridge,MD,1986.0,4,3,2200.0,334900.0,Single-Family Home,5,39.0,Medium
Silver Spring,MD,1984.0,3,3,1518.0,374888.0,Townhouse,156,41.0,Medium
Owings Mills,MD,1986.0,2,3,1942.0,200000.0,Unknown,18,39.0,Medium
Baltimore,MD,1900.0,3,3,1701.0,34953.92,Single-Family Home,497,125.0,Medium
Elkridge,MD,1986.0,2,3,1942.0,82500.0,Unknown,5,39.0,Medium
Randallstown,MD,1986.0,3,4,2100.0,375000.0,Single-Family Home,7,39.0,Medium
Baltimore,MD,1923.0,1,3,1284.0,70000.0,Townhouse,497,102.0,Small
Baltimore,MD,1920.0,1,2,1200.0,75000.0,Townhouse,497,105.0,Small
Baltimore,MD,1986.0,2,3,630.0,69000.0,Other,497,39.0,Small
New Windsor,MD,1985.0,2,3,2100.0,350000.0,Single-Family Home,2,40.0,Medium
Baltimore,MD,1900.0,5,5,3000.0,550000.0,Single-Family Home,497,125.0,Large
Baltimore,MD,1920.0,2,4,2154.0,500000.0,Single-Family Home,497,105.0,Medium
Clinton,MD,1979.0,2,3,1560.0,420000.0,Townhouse,10,46.0,Medium
Sterling,VA,1986.0,2,3,1600.0,445000.0,Townhouse,92,39.0,Medium
Fairfax,VA,1964.0,1,1,753.0,239000.0,Apartment/Condo,110,61.0,Small
Arlington,VA,1966.0,3,4,1150.0,34953.92,Townhouse,262,59.0,Small
Baltimore,MD,1924.0,1,3,1053.0,150000.0,Townhouse,497,101.0,Small
Baltimore,MD,1920.0,2,3,900.0,85000.0,Other,497,105.0,Small
Baltimore,MD,1937.0,2,3,1527.0,299000.0,Townhouse,497,88.0,Medium
Oakton,VA,1993.0,4,4,3374.0,1195000.0,Single-Family Home,7,32.0,Large
Hyattsville,MD,1962.0,1,1,741.0,139999.0,Apartment/Condo,90,63.0,Small
Crofton,MD,1990.0,4,4,1600.0,828000.0,Townhouse,11,35.0,Medium
Baltimore,MD,1898.0,2,2,768.0,70000.0,Apartment/Condo,497,127.0,Small
Fairfax,VA,1971.0,3,4,1232.0,585000.0,Townhouse,110,54.0,Small
Baltimore,MD,1920.0,2,4,1008.0,105000.0,Townhouse,497,105.0,Small
Gaithersburg,MD,2003.0,4,4,2600.0,744888.0,Single-Family Home,94,22.0,Large
Towson,MD,1975.0,1,1,1121.0,220000.0,Other,10,50.0,Small
Phoenix,MD,1979.0,3,4,2490.0,925000.0,Single-Family Home,3,46.0,Medium
Alexandria,VA,1974.0,2,1,930.0,299999.0,Apartment/Condo,307,51.0,Small
Phoenix,MD,1964.0,3,4,3000.0,800000.0,Single-Family Home,3,61.0,Large
Finksburg,MD,1982.0,3,4,2264.0,430000.0,Single-Family Home,4,43.0,Medium
Baltimore,MD,1900.0,1,3,940.0,54400.0,Other,497,125.0,Small
Pikesville,MD,1989.0,2,2,1044.0,199900.0,Townhouse,6,36.0,Small
Baltimore,MD,1913.0,2,3,677.0,35000.0,Other,497,112.0,Small
Lutherville Timonium,MD,1986.0,2,2,1268.0,270000.0,Townhouse,21,39.0,Small
Baltimore,MD,1920.0,2,3,910.0,40000.0,Unknown,497,105.0,Small
Stafford,VA,2002.0,4,5,3360.0,545000.0,Single-Family Home,39,23.0,Large
Baltimore,MD,1988.0,4,4,2499.0,34953.92,Single-Family Home,497,37.0,Medium
Baltimore,MD,1957.0,1,2,966.0,229500.0,Apartment/Condo,497,68.0,Small
Frederick,MD,1953.0,4,5,3180.0,750000.0,Single-Family Home,33,72.0,Large
Alexandria,VA,1974.0,1,1,863.0,242766.0,Apartment/Condo,307,51.0,Small
Baltimore,MD,1920.0,1,3,1170.0,110000.0,Townhouse,497,105.0,Small
Arlington,VA,1989.0,1,1,612.0,485000.0,Apartment/Condo,262,36.0,Small
Catonsville,MD,2005.0,5,4,5100.0,900000.0,Single-Family Home,5,20.0,Large
Baltimore,MD,1955.0,4,6,4200.0,425000.0,Single-Family Home,497,70.0,Large
Gaithersburg,MD,1992.0,3,3,1688.0,483500.0,Townhouse,94,33.0,Medium
Reston,VA,1981.0,2,2,1120.0,475000.0,Townhouse,47,44.0,Small
Washington,DC,2023.0,1,1,621.0,625000.0,Apartment/Condo,188,2.0,Small
Olney,MD,1986.0,4,4,2080.0,999000.0,Single-Family Home,15,39.0,Medium
New Market,MD,1986.0,1,2,864.0,270000.0,Apartment/Condo,5,39.0,Small
Harwood,MD,1973.0,1,2,1942.0,60000.0,Unknown,1,52.0,Medium
Annapolis,MD,1903.0,2,2,2500.0,725000.0,Other,44,122.0,Medium
Baltimore,MD,1979.0,2,2,1420.0,260000.0,Townhouse,497,46.0,Medium
Baltimore,MD,1907.0,4,5,1674.0,505500.0,Other,497,118.0,Medium
Frederick,MD,1960.0,1,2,840.0,325900.0,Apartment/Condo,33,65.0,Small
Baltimore,MD,1915.0,1,3,1942.0,45500.0,Unknown,497,110.0,Medium
Centreville,VA,1985.0,2,2,1102.0,422500.0,Townhouse,30,40.0,Small
Ashburn,VA,2016.0,4,4,2620.0,735000.0,Single-Family Home,104,9.0,Large
Baltimore,MD,1930.0,3,3,1476.0,360600.0,Townhouse,497,95.0,Medium
Alexandria,VA,1890.0,1,2,990.0,785000.0,Apartment/Condo,307,135.0,Small
Alexandria,VA,1967.0,1,3,586.0,185000.0,Unknown,307,58.0,Small
Glen Burnie,MD,1986.0,3,4,2800.0,710000.0,Single-Family Home,28,39.0,Large
Sykesville,MD,1960.0,2,2,3000.0,750000.0,Other,6,65.0,Large
Alexandria,VA,1950.0,1,2,785.0,335000.0,Apartment/Condo,307,75.0,Small
King George,VA,2019.0,2,3,1700.0,150000.0,Single-Family Home,13,6.0,Medium
Baltimore,MD,1953.0,4,5,2868.0,735600.0,Single-Family Home,497,72.0,Large
Baltimore,MD,1996.0,2,3,1850.0,289900.0,Single-Family Home,497,29.0,Medium
Stevensville,MD,1984.0,1,2,996.0,255000.0,Apartment/Condo,12,41.0,Small
Clements,MD,2002.0,4,5,5075.0,710000.0,Single-Family Home,1,23.0,Large
Baltimore,MD,2008.0,2,2,1009.0,250000.0,Townhouse,497,17.0,Small
Fredericksburg,VA,2013.0,5,4,4100.0,1400000.0,Single-Family Home,26,12.0,Large
Manassas,VA,1974.0,3,3,1200.0,365447.0,Townhouse,97,51.0,Small
Washington,DC,1913.0,3,4,2320.0,1000000.0,Single-Family Home,188,112.0,Medium
Annapolis,MD,1957.0,4,3,3500.0,1150000.0,Single-Family Home,44,68.0,Large
Baltimore,MD,1915.0,1,3,1170.0,165000.0,Townhouse,497,110.0,Small
Frederick,MD,1991.0,3,3,1320.0,320000.0,Townhouse,33,34.0,Medium
Annapolis,MD,2005.0,2,2,1046.0,330000.0,Townhouse,44,20.0,Small
Hyattsville,MD,1993.0,5,6,5300.0,749000.0,Single-Family Home,90,32.0,Large
Baltimore,MD,1986.0,1,3,1100.0,208000.0,Townhouse,497,39.0,Small
Parkvilleparkville,MD,1989.0,3,3,1440.0,329000.0,Townhouse,1,36.0,Medium
Columbia,MD,1984.0,3,3,2200.0,450000.0,Single-Family Home,50,41.0,Medium
Glen Burnie,MD,1956.0,2,3,1068.0,375000.0,Townhouse,28,69.0,Small
Occoquan,VA,1989.0,3,2,1710.0,437500.0,Other,1,36.0,Medium
Baltimore,MD,2006.0,2,1,1021.0,220000.0,Other,497,19.0,Small
Olney,MD,1994.0,4,3,2111.0,599999.0,Single-Family Home,15,31.0,Medium
Washington,DC,2000.0,2,2,1129.0,949000.0,Townhouse,188,25.0,Small
Sterling,VA,2019.0,2,3,1448.0,549999.0,Townhouse,92,6.0,Medium
Upper Marlboro,MD,1987.0,2,2,1360.0,337000.0,Townhouse,124,38.0,Medium
Bowie,MD,2004.0,3,5,3000.0,739989.0,Single-Family Home,110,21.0,Large
Washington,DC,2006.0,1,1,695.0,434900.0,Apartment/Condo,188,19.0,Small
Chantilly,VA,2016.0,3,6,3729.0,1100000.0,Single-Family Home,39,9.0,Large
Arlington,VA,1986.0,3,4,1872.0,1050000.0,Single-Family Home,262,39.0,Medium
Woodbridge,VA,2014.0,2,2,1416.0,399000.0,Townhouse,156,11.0,Medium
Waldorf,MD,1984.0,3,4,2236.0,459900.0,Single-Family Home,112,41.0,Medium
Sterling,VA,1999.0,3,5,4984.0,1299000.0,Single-Family Home,92,26.0,Large
Vienna,VA,1979.0,3,4,1769.0,925000.0,Single-Family Home,79,46.0,Medium
Arlington,VA,1983.0,1,1,1058.0,619500.0,Other,262,42.0,Small
Woodbridge,VA,2005.0,2,3,1593.0,340000.0,Townhouse,156,20.0,Medium
Bryans Road,MD,1998.0,2,3,1872.0,360000.0,Single-Family Home,11,27.0,Medium
Upper Marlboro,MD,1980.0,3,4,2018.0,417000.0,Single-Family Home,124,45.0,Medium
Mclean,VA,2018.0,1,1,1253.0,899000.0,Other,148,7.0,Small
Mclean,VA,1975.0,2,2,1141.0,450000.0,Townhouse,148,50.0,Small
Waldorf,MD,1987.0,2,3,1335.0,330000.0,Townhouse,112,38.0,Medium
Haymarket,VA,2004.0,4,4,4324.0,919900.0,Single-Family Home,41,21.0,Large
Silver Spring,MD,1986.0,3,4,2086.0,699999.0,Single-Family Home,156,39.0,Medium
Gaithersburg,MD,1995.0,3,3,2232.0,875000.0,Single-Family Home,94,30.0,Medium
Columbia,MD,1966.0,2,4,2562.0,780000.0,Single-Family Home,50,59.0,Large
Rockville,MD,1973.0,3,5,2220.0,869000.0,Single-Family Home,84,52.0,Medium
Rockville,MD,1964.0,2,5,3623.0,1150000.0,Single-Family Home,84,61.0,Large
Gaithersburg,MD,1986.0,2,3,2.0,745000.0,Other,94,39.0,Medium
Leesburg,VA,2005.0,5,6,4688.0,975000.0,Single-Family Home,78,20.0,Large
Ellicott City,MD,1990.0,2,3,1572.0,427500.0,Townhouse,58,35.0,Medium
Upper Marlboro,MD,2023.0,2,3,2561.0,529999.0,Single-Family Home,124,2.0,Large
Great Falls,VA,1977.0,3,4,3186.0,1425000.0,Single-Family Home,25,48.0,Large
Woodbridge,VA,2021.0,2,3,2020.0,549900.0,Single-Family Home,156,4.0,Medium
Ellicott City,MD,2005.0,3,3,2316.0,575000.0,Single-Family Home,58,20.0,Medium
Waldorf,MD,2021.0,5,6,4403.0,715000.0,Single-Family Home,112,4.0,Large
Ellicott City,MD,2023.0,3,3,3182.0,749990.0,Single-Family Home,58,2.0,Large
Olney,MD,1970.0,3,4,2678.0,699900.0,Single-Family Home,15,55.0,Large
Hyattsville,MD,1955.0,1,3,1058.0,315000.0,Townhouse,90,70.0,Small
Ellicott City,MD,1997.0,3,5,4068.0,900000.0,Single-Family Home,58,28.0,Large
Ellicott City,MD,2021.0,2,2,1686.0,529900.0,Townhouse,58,4.0,Medium
Sterling,VA,2023.0,2,2,1333.0,464990.0,Townhouse,92,2.0,Medium
Sterling,VA,2023.0,2,2,1162.0,439149.0,Townhouse,92,2.0,Small
Sterling,VA,2023.0,3,4,2084.0,589990.0,Single-Family Home,92,2.0,Medium
Aldie,VA,2023.0,3,4,3306.0,1029990.0,Single-Family Home,39,2.0,Large
Manassas,VA,1986.0,1,3,1228.0,325500.0,Townhouse,97,39.0,Small
Gainesville,VA,2011.0,3,4,4244.0,850000.0,Single-Family Home,37,14.0,Large
Vienna,VA,1973.0,3,5,2083.0,939000.0,Single-Family Home,79,52.0,Medium
Upper Marlboro,MD,2002.0,3,4,2972.0,665000.0,Single-Family Home,124,23.0,Large
Upper Marlboro,MD,1989.0,2,3,1332.0,368000.0,Townhouse,124,36.0,Medium
Silver Spring,MD,1938.0,2,3,1602.0,739900.0,Townhouse,156,87.0,Medium
Silver Spring,MD,1985.0,3,3,1440.0,455000.0,Townhouse,156,40.0,Medium
Silver Spring,MD,2018.0,2,3,1900.0,725000.0,Single-Family Home,156,7.0,Medium
Bowie,MD,2003.0,4,4,8235.0,775000.0,Single-Family Home,110,22.0,Large
Bowie,MD,1995.0,3,6,2560.0,600000.0,Single-Family Home,110,30.0,Large
Arlington,VA,2009.0,1,1,1405.0,955000.0,Other,262,16.0,Medium
Alexandria,VA,1990.0,2,2,1130.0,419950.0,Townhouse,307,35.0,Small
Woodbridge,VA,1973.0,2,4,1934.0,429900.0,Single-Family Home,156,52.0,Medium
Sterling,VA,1996.0,2,3,2032.0,499000.0,Single-Family Home,92,29.0,Medium
Arlington,VA,1976.0,3,5,3372.0,1148000.0,Single-Family Home,262,49.0,Large
Reston,VA,1987.0,2,3,1396.0,524900.0,Townhouse,47,38.0,Medium
Alexandria,VA,1988.0,3,2,1212.0,529000.0,Townhouse,307,37.0,Small
Sterling,VA,1963.0,4,5,1668.0,699000.0,Other,92,62.0,Medium
Arlington,VA,1940.0,1,1,711.0,320000.0,Apartment/Condo,262,85.0,Small
Alexandria,VA,1975.0,1,3,1380.0,699500.0,Townhouse,307,50.0,Medium
Sterling,VA,2006.0,5,4,5077.0,949999.0,Single-Family Home,92,19.0,Large
Ashburn,VA,2012.0,3,3,2798.0,769000.0,Single-Family Home,104,13.0,Large
Lorton,VA,2005.0,4,5,5798.0,1150000.0,Single-Family Home,28,20.0,Large
Mclean,VA,2008.0,2,2,1940.0,1165000.0,Other,148,17.0,Medium
Alexandria,VA,1970.0,2,3,1310.0,312000.0,Townhouse,307,55.0,Medium
Ashburn,VA,2018.0,2,3,2773.0,754950.0,Single-Family Home,104,7.0,Large
Woodbridge,VA,1969.0,3,5,2970.0,574900.0,Single-Family Home,156,56.0,Large
Woodbridge,VA,1991.0,2,2,1361.0,369900.0,Townhouse,156,34.0,Medium
Mclean,VA,1980.0,2,2,1327.0,500000.0,Townhouse,148,45.0,Medium
Arlington,VA,1973.0,1,1,916.0,379500.0,Apartment/Condo,262,52.0,Small
Aldie,VA,2013.0,5,6,6476.0,1349999.0,Single-Family Home,39,12.0,Large
Manassas,VA,1954.0,2,4,2800.0,555000.0,Single-Family Home,97,71.0,Large
Falls Church,VA,1979.0,2,3,2079.0,449995.0,Single-Family Home,76,46.0,Medium
Alexandria,VA,1915.0,2,4,2237.0,1100000.0,Single-Family Home,307,110.0,Medium
Reston,VA,1974.0,3,4,2496.0,650000.0,Single-Family Home,47,51.0,Medium
Dumfries,VA,1995.0,2,3,1462.0,385000.0,Townhouse,49,30.0,Medium
Dumfries,VA,2022.0,2,3,1606.0,464990.0,Townhouse,49,3.0,Medium
Woodbridge,VA,1997.0,3,5,5522.0,675000.0,Single-Family Home,156,28.0,Large
Woodbridge,VA,1973.0,3,4,1852.0,509999.0,Single-Family Home,156,52.0,Medium
Aldie,VA,2005.0,2,3,2481.0,625000.0,Single-Family Home,39,20.0,Medium
Ashburn,VA,2022.0,2,2,1280.0,519990.0,Townhouse,104,3.0,Small
Rockville,MD,2021.0,3,3,2260.0,1150000.0,Single-Family Home,84,4.0,Medium
Arlington,VA,1905.0,2,3,1296.0,899900.0,Townhouse,262,120.0,Medium
Alexandria,VA,1950.0,2,4,1753.0,800000.0,Single-Family Home,307,75.0,Medium
Alexandria,VA,1993.0,2,3,1550.0,700000.0,Townhouse,307,32.0,Medium
Silver Spring,MD,1974.0,2,3,1193.0,450000.0,Townhouse,156,51.0,Small
Columbia,MD,1984.0,3,3,2244.0,385000.0,Single-Family Home,50,41.0,Medium
Bethesda,MD,1969.0,2,2,1467.0,475000.0,Townhouse,96,56.0,Medium
Arlington,VA,1981.0,2,3,1998.0,949000.0,Single-Family Home,262,44.0,Medium
Brandywine,MD,1985.0,2,3,1508.0,449000.0,Townhouse,44,40.0,Medium
Columbia,MD,1995.0,3,5,2028.0,759900.0,Single-Family Home,50,30.0,Medium
Leesburg,VA,2000.0,4,5,6255.0,1295000.0,Single-Family Home,78,25.0,Large
Falls Church,VA,1980.0,3,4,2853.0,1100000.0,Single-Family Home,76,45.0,Large
Gaithersburg,MD,1953.0,2,5,1548.0,490000.0,Other,94,72.0,Medium
Bowie,MD,1966.0,2,4,1512.0,469000.0,Townhouse,110,59.0,Medium
Bowie,MD,1987.0,3,5,2232.0,549900.0,Single-Family Home,110,38.0,Medium
Alexandria,VA,1940.0,2,2,1882.0,1175000.0,Other,307,85.0,Medium
Manassas,VA,1971.0,3,4,1786.0,445000.0,Single-Family Home,97,54.0,Medium
Waldorf,MD,2016.0,3,5,3893.0,629000.0,Single-Family Home,112,9.0,Large
Hyattsville,MD,1945.0,3,5,2540.0,399900.0,Single-Family Home,90,80.0,Large
Gaithersburg,MD,1959.0,1,2,1125.0,450000.0,Townhouse,94,66.0,Small
Rockville,MD,2001.0,2,3,1774.0,549900.0,Single-Family Home,84,24.0,Medium
Mclean,VA,1977.0,1,1,942.0,325000.0,Apartment/Condo,148,48.0,Small
Manassas,VA,2006.0,5,6,4984.0,847000.0,Single-Family Home,97,19.0,Large
Gaithersburg,MD,1981.0,2,4,3138.0,615000.0,Single-Family Home,94,44.0,Large
Centreville,VA,1994.0,3,5,2968.0,995900.0,Single-Family Home,30,31.0,Large
Woodbridge,VA,2015.0,3,3,2257.0,540000.0,Single-Family Home,156,10.0,Medium
Alexandria,VA,1967.0,3,4,2396.0,760000.0,Single-Family Home,307,58.0,Medium
Woodbridge,VA,2017.0,4,5,4752.0,825000.0,Single-Family Home,156,8.0,Large
Rockville,MD,1997.0,2,3,2736.0,869000.0,Single-Family Home,84,28.0,Large
Bowie,MD,2022.0,2,3,1741.0,467990.0,Single-Family Home,110,3.0,Medium
Fairfax,VA,1957.0,3,5,3136.0,825000.0,Single-Family Home,110,68.0,Large
Silver Spring,MD,1980.0,2,4,2170.0,630000.0,Single-Family Home,156,45.0,Medium
Upper Marlboro,MD,1993.0,3,5,4852.0,615000.0,Single-Family Home,124,32.0,Large
Gaithersburg,MD,1995.0,2,2,1177.0,340000.0,Townhouse,94,30.0,Small
Suitland,MD,2019.0,3,3,1680.0,510000.0,Townhouse,15,6.0,Medium
Alexandria,VA,2014.0,3,3,1742.0,999000.0,Single-Family Home,307,11.0,Medium
Woodbridge,VA,1981.0,3,4,2365.0,559990.0,Single-Family Home,156,44.0,Medium
Columbia,MD,1966.0,2,4,2562.0,780000.0,Single-Family Home,50,59.0,Large
Brandywine,MD,1986.0,2,4,2737.0,519000.0,Single-Family Home,44,39.0,Large
Hyattsville,MD,1957.0,2,3,1278.0,444900.0,Townhouse,90,68.0,Small
Mclean,VA,1974.0,2,3,1678.0,492000.0,Townhouse,148,51.0,Medium
Upper Marlboro,MD,2023.0,2,3,1606.0,390000.0,Townhouse,124,2.0,Medium
Laurel,MD,2008.0,5,6,5681.0,865000.0,Single-Family Home,65,17.0,Large
Bowie,MD,1963.0,2,4,2048.0,474900.0,Single-Family Home,110,62.0,Medium
Upper Marlboro,MD,2023.0,3,5,3185.0,633000.0,Single-Family Home,124,2.0,Large
Bowie,MD,1971.0,2,4,1912.0,449900.0,Single-Family Home,110,54.0,Medium
Waldorf,MD,2018.0,3,4,4845.0,654900.0,Single-Family Home,112,7.0,Large
Hyattsville,MD,1958.0,2,4,1092.0,455000.0,Townhouse,90,67.0,Small
Woodbridge,VA,1977.0,1,3,1302.0,305900.0,Townhouse,156,48.0,Medium
Upper Marlboro,MD,2012.0,4,5,6523.0,925000.0,Single-Family Home,124,13.0,Large
Fairfax,VA,1985.0,3,3,2600.0,630000.0,Single-Family Home,110,40.0,Large
Suitland,MD,2019.0,3,3,2105.0,470000.0,Single-Family Home,15,6.0,Medium
Mclean,VA,1980.0,2,2,1327.0,570000.0,Townhouse,148,45.0,Medium
Columbia,MD,1971.0,2,4,2526.0,630000.0,Single-Family Home,50,54.0,Large
Fairfax,VA,2022.0,2,2,1064.0,542760.0,Townhouse,110,3.0,Small
Sterling,VA,2022.0,2,3,1552.0,529999.0,Townhouse,92,3.0,Medium
Manassas,VA,2022.0,2,5,3094.0,811900.0,Single-Family Home,97,3.0,Large
Hyattsville,MD,1956.0,2,6,2000.0,398000.0,Single-Family Home,90,69.0,Medium
Columbia,MD,2022.0,4,5,5747.0,1349990.0,Single-Family Home,50,3.0,Large
Upper Marlboro,MD,2002.0,3,4,2780.0,720000.0,Single-Family Home,124,23.0,Large
Potomac,MD,1972.0,1,3,1106.0,304999.0,Townhouse,36,53.0,Small
Bowie,MD,2022.0,3,4,2377.0,504990.0,Single-Family Home,110,3.0,Medium
Mclean,VA,1980.0,2,2,1132.0,534800.0,Townhouse,148,45.0,Small
Sterling,VA,1971.0,3,5,2752.0,599000.0,Single-Family Home,92,54.0,Large
Rockville,MD,1986.0,2,2,1160.0,478500.0,Townhouse,84,39.0,Small
Silver Spring,MD,2018.0,2,3,1900.0,725000.0,Single-Family Home,156,7.0,Medium
Fairfax,VA,2023.0,4,3,2738.0,949990.0,Single-Family Home,110,2.0,Large
Springfield,VA,1971.0,3,4,3080.0,949900.0,Single-Family Home,52,54.0,Large
